,FIPS,race,lon,lat
0,170311607001008,P1_015N,-87.69945298477903,41.952468042412754
0,170311607002003,P1_008N,-87.70316859045083,41.9534899479056
0,170311607002008,P1_008N,-87.7009660896601,41.953037367078466
0,170311607002010,P1_003N,-87.70325189083673,41.95050421055316
0,170311607002013,P1_003N,-87.70418911649578,41.95067996384203
0,170311607003002,P1_003N,-87.69938468251505,41.94960659911636
0,170311607003008,P1_004N,-87.70316034433127,41.948613719447714
0,170311607003018,P1_004N,-87.69884284382623,41.948219837767915
0,170311607003021,P1_011N,-87.70017817222644,41.94712098272515
1,170311607003021,P1_008N,-87.7004283703122,41.94673111534449
0,170311607004004,P1_003N,-87.70680151660459,41.95005691613604
0,170311607004013,P1_003N,-87.7055697080577,41.94687020147365
0,170311607005006,P1_003N,-87.70455990994125,41.95247541000893
0,170311607005013,P1_006N,-87.70764806080236,41.951193836122876
0,170311608001003,P1_003N,-87.70858528019477,41.95319369925353
0,170311608001004,P1_006N,-87.70836217858387,41.95057782047707
0,170311608001006,P1_022N,-87.7094004734331,41.95029671017563
0,170311608001010,P1_008N,-87.70925707908286,41.95011808645735
0,170311608001011,P1_015N,-87.70897493657667,41.949657047412934
0,170311608002003,P1_003N,-87.71179538937709,41.94873356912599
1,170311608002003,P1_008N,-87.71226369375897,41.94993579175035
0,170311608002004,P1_003N,-87.71171834179727,41.948437859029674
0,170311608002008,P1_015N,-87.71246041818853,41.947619539744814
0,170311608003009,P1_008N,-87.7141404575837,41.94679683575754
0,170311608004003,P1_003N,-87.71646117045005,41.952336181358106
0,170311608004004,P1_003N,-87.71628920463938,41.95163359227838
0,170311608004006,P1_008N,-87.71739165379894,41.95179075469833
0,170311608004008,P1_008N,-87.71625943555291,41.95041114309094
0,170311608004010,P1_003N,-87.71701967747208,41.94879359236504
0,170311608005008,P1_003N,-87.7131131698769,41.952405718240975
0,170311608005011,P1_003N,-87.71476159573312,41.953254803107576
0,170311608005015,P1_006N,-87.71298323169984,41.95081401318595
0,170311609001004,P1_003N,-87.71907035078387,41.95246009241649
0,170311609001007,P1_004N,-87.7199615885125,41.951941086174074
0,170311609001011,P1_003N,-87.7221207691701,41.951008349334764
1,170311609001011,P1_003N,-87.72242233740589,41.950286504270466
0,170311609001018,P1_008N,-87.71804636297281,41.95051493775169
0,170311609001019,P1_008N,-87.71786330963522,41.95008796216536
0,170311609001026,P1_015N,-87.72209031500708,41.94989406817335
0,170311609002013,P1_003N,-87.72269257226424,41.94786315182594
0,170311609002017,P1_006N,-87.7248015273793,41.94911424813868
0,170311610001006,P1_003N,-87.73232264157728,41.95336603546604
0,170311610001007,P1_003N,-87.73257072121774,41.952985250724
0,170311610001008,P1_008N,-87.73353908809702,41.95312861219743
0,170311610001010,P1_004N,-87.73258210023417,41.95097959423252
0,170311610002003,P1_003N,-87.7308360617478,41.94834324610583
0,170311610002005,P1_003N,-87.73273379458843,41.9485172484627
0,170311610002011,P1_003N,-87.72999148731115,41.9475632972382
0,170311610002022,P1_003N,-87.7282111990823,41.94648985576874
0,170311611001010,P1_006N,-87.7372389180884,41.951264768809885
1,170311611001010,P1_004N,-87.7376745197543,41.95010898538896
0,170311611002000,P1_003N,-87.74103619183359,41.95337310400453
0,170311611002002,P1_006N,-87.74142283028027,41.95082098445987
0,170311611002003,P1_003N,-87.740883974976,41.950511390382566
0,170311611002005,P1_012N,-87.7391301663624,41.94819818166815
0,170311611002006,P1_003N,-87.73969730248349,41.94875948326974
0,170311611002014,P1_003N,-87.73776313291486,41.948352869679184
0,170311612001005,P1_008N,-87.7368799716519,41.94507440662654
0,170311612001011,P1_008N,-87.73554405927247,41.942758582087414
0,170311612001020,P1_008N,-87.74128839402094,41.943332941475276
0,170311612002001,P1_006N,-87.73663553181743,41.94215591700044
0,170311612002011,P1_003N,-87.74182271320272,41.940808816705285
0,170311612002016,P1_004N,-87.73813001513719,41.94010439185611
0,170311612002017,P1_008N,-87.73876573633758,41.93995095101641
1,170311612002017,P1_008N,-87.73856409571091,41.93979245515822
0,170311613001006,P1_003N,-87.730044457071,41.945226681082175
0,170311613001008,P1_003N,-87.72900144056645,41.94502033238059
0,170311613001012,P1_008N,-87.73100655354091,41.94453218870661
0,170311613001014,P1_003N,-87.72803306477513,41.944016917521026
0,170311613002000,P1_003N,-87.72739098719212,41.94359780598596
0,170311613002005,P1_008N,-87.72813407293069,41.943110697562624
0,170311613002015,P1_008N,-87.72750365694108,41.94052393913239
0,170311613003001,P1_008N,-87.73202834118506,41.9416626781355
0,170311613003008,P1_008N,-87.73335431681056,41.939544627298716
0,170311613004001,P1_003N,-87.73378450485299,41.945890068195816
0,170311613004010,P1_003N,-87.73351940766293,41.94318112319823
0,170311613004011,P1_015N,-87.73459050289416,41.94415212789338
0,170311613004016,P1_008N,-87.73172745212449,41.943719270001914
0,170311613004017,P1_008N,-87.73028109786905,41.942938216094255
1,170311613004017,P1_003N,-87.7306791467791,41.94210067037613
0,170311701001000,P1_003N,-87.79026045747551,41.9558566400187
1,170311701001000,P1_003N,-87.79534958826844,41.959283862861504
2,170311701001000,P1_015N,-87.79709527153308,41.95772489955445
3,170311701001000,P1_006N,-87.79295609515887,41.95976988957362
4,170311701001000,P1_015N,-87.79201798040329,41.95639627778134
5,170311701001000,P1_003N,-87.79516914359908,41.95789405970448
6,170311701001000,P1_003N,-87.78856549386893,41.9588590421504
7,170311701001000,P1_003N,-87.79298252091117,41.95624487644231
8,170311701001000,P1_003N,-87.79351028823777,41.95688538913152
0,170311701001003,P1_003N,-87.78868627160247,41.9531878100675
0,170311701001004,P1_003N,-87.78731943436235,41.9551059823864
0,170311701001005,P1_008N,-87.80103408426984,41.95294468679061
1,170311701001005,P1_003N,-87.80045724280238,41.9536390245523
0,170311702001014,P1_008N,-87.77768811811019,41.94947017198037
0,170311702002006,P1_008N,-87.78264904340223,41.947639110211355
0,170311702002007,P1_003N,-87.78115235733337,41.94764891438961
0,170311702002012,P1_008N,-87.78531291180141,41.94742347905699
0,170311702003001,P1_015N,-87.78339535792136,41.952265347030234
0,170311702003010,P1_008N,-87.78253224852108,41.94938385651627
0,170311702003011,P1_003N,-87.78529469738682,41.949414615198535
0,170311702003013,P1_008N,-87.78625889929671,41.94841144090631
0,170311702003014,P1_003N,-87.78429429371211,41.949238511557084
0,170311703001004,P1_015N,-87.79386477394324,41.951108179063056
0,170311703001005,P1_003N,-87.79564424419566,41.945948836639
0,170311703001006,P1_003N,-87.78736590505204,41.95205404173806
0,170311703002000,P1_003N,-87.79659434525936,41.95249377345247
0,170311703002009,P1_003N,-87.79832196957847,41.95150466632253
0,170311703002012,P1_003N,-87.79718408254385,41.94857277828963
0,170311703002014,P1_003N,-87.79615090115495,41.94597546664717
0,170311703002015,P1_003N,-87.79687868603456,41.94556014929188
0,170311703003001,P1_015N,-87.80092438154075,41.950876820753635
0,170311703003007,P1_003N,-87.80070642279986,41.94921870915135
0,170311703003011,P1_003N,-87.79858425987945,41.948499687189695
0,170311703004004,P1_008N,-87.80231945254882,41.95212152002831
0,170311703004014,P1_003N,-87.80099398345567,41.946725868387844
0,170311703004017,P1_003N,-87.8030739388425,41.946969856598436
0,170311703005014,P1_003N,-87.80697270247094,41.94969593140947
0,170311703005015,P1_003N,-87.80646922756831,41.94714275330156
0,170311703005017,P1_015N,-87.80558388910443,41.94714120280199
0,170311704001003,P1_003N,-87.81183615316405,41.952172486692525
0,170311704001005,P1_003N,-87.81046049184651,41.95201518092917
0,170311704001007,P1_003N,-87.80975279056538,41.94959136203626
0,170311704001013,P1_003N,-87.80772935166792,41.948934628007024
0,170311704001015,P1_003N,-87.80854592904899,41.94918356207718
0,170311704001017,P1_004N,-87.8119292264648,41.94881110710488
0,170311704002000,P1_008N,-87.80763405711495,41.9484588559903
0,170311704002001,P1_008N,-87.80790568177103,41.94811677958912
0,170311704002002,P1_008N,-87.80833088584978,41.94685790188394
0,170311704002013,P1_003N,-87.80855921612182,41.945785751009836
0,170311704002016,P1_003N,-87.81101876821522,41.945211093698724
0,170311704003000,P1_003N,-87.81260048681949,41.948632123283275
0,170311704003007,P1_003N,-87.81666062127131,41.94855397976985
0,170311704003014,P1_003N,-87.81248169538718,41.94616625166162
0,170311704003024,P1_008N,-87.81730216231041,41.94550344571929
0,170311704004019,P1_003N,-87.81235549338281,41.95023393015174
0,170311704004023,P1_004N,-87.81437071135375,41.949463537569144
0,170311705001001,P1_003N,-87.82082655002667,41.95029327652052
1,170311705001001,P1_003N,-87.8206581148177,41.94902755843239
0,170311705001012,P1_015N,-87.8240678067617,41.94540760040455
0,170311705001013,P1_008N,-87.82471708575463,41.94570080983074
0,170311705001019,P1_015N,-87.82777074802867,41.950692108265194
0,170311705002002,P1_003N,-87.83578584923218,41.955345061651634
0,170311705002003,P1_003N,-87.83534849862413,41.95508084827913
0,170311705002008,P1_003N,-87.8333961299452,41.95263205581559
1,170311705002008,P1_006N,-87.83302758246462,41.95312702258547
0,170311705003022,P1_003N,-87.82943592786286,41.949473619062616
0,170311705004001,P1_015N,-87.82892451207127,41.94751208092572
0,170311705004003,P1_006N,-87.83090208467952,41.947170997036125
0,170311705004005,P1_022N,-87.83166773215775,41.94821762882056
0,170311705004006,P1_003N,-87.83239000281955,41.94700445470852
0,170311705004027,P1_006N,-87.82809346692655,41.94528604974998
0,170311705004033,P1_003N,-87.8358641830638,41.945139660070204
0,170311706001001,P1_003N,-87.83008030330662,41.944500978620354
0,170311706001007,P1_003N,-87.82792966165141,41.94277333889894
0,170311706001009,P1_003N,-87.82936977805117,41.942687381735595
0,170311706001014,P1_003N,-87.827267396533,41.93844083622282
0,170311706002010,P1_003N,-87.83406150614007,41.944224398474226
0,170311706002020,P1_003N,-87.83306756349607,41.941517488122955
0,170311706002021,P1_008N,-87.83329442576844,41.94100203111096
0,170311706002026,P1_003N,-87.83118215538491,41.939919439177196
0,170311706002027,P1_003N,-87.83145554554488,41.94057750767514
0,170311706002035,P1_003N,-87.83383600039048,41.938394971072285
0,170311706002039,P1_005N,-87.83150848221526,41.93883752517625
0,170311706002040,P1_003N,-87.83110341821777,41.93830418388021
0,170311707001012,P1_003N,-87.8184233705637,41.94277661204147
1,170311707001012,P1_003N,-87.81849925109654,41.94218185187901
0,170311707001014,P1_008N,-87.81925934270922,41.942791494119874
1,170311707001014,P1_008N,-87.81919336142793,41.941355388300764
0,170311707002002,P1_006N,-87.81958118680393,41.939892627933936
1,170311707002002,P1_003N,-87.81921287010287,41.94072748870878
0,170311707002003,P1_003N,-87.81991389077365,41.940342063371816
0,170311707002007,P1_003N,-87.8224282207305,41.93972626976502
0,170311707002013,P1_003N,-87.81953853607665,41.93859898180991
1,170311707002013,P1_003N,-87.81949899558269,41.93856852534975
0,170311707003000,P1_003N,-87.82300111821851,41.9447363284616
0,170311707003013,P1_003N,-87.8253171067457,41.94098571253522
1,170311707003013,P1_003N,-87.82574856126533,41.93965430672924
2,170311707003013,P1_015N,-87.82543677920707,41.94035232079713
0,170311707003015,P1_015N,-87.82622721372746,41.942990016475505
0,170311707003016,P1_004N,-87.82628789003877,41.93961467350577
0,170311708001001,P1_003N,-87.80879100925911,41.94452182176094
0,170311708001003,P1_003N,-87.80787518676429,41.942745128206795
0,170311708001004,P1_015N,-87.80818964101539,41.942687733927386
0,170311708001011,P1_003N,-87.8071818973146,41.93871850961996
0,170311708001014,P1_008N,-87.80856205699254,41.94071415374233
0,170311708001019,P1_003N,-87.80844866841362,41.9382393391364
0,170311708001020,P1_008N,-87.80680814947331,41.93800332080187
0,170311708002000,P1_003N,-87.81087815817375,41.944979144994065
0,170311708003003,P1_003N,-87.8149646594747,41.943322760791396
0,170311708003011,P1_003N,-87.81745393070193,41.942325788736525
0,170311709001015,P1_006N,-87.81184876933995,41.93667771161417
0,170311709001032,P1_003N,-87.8161875606468,41.93577672112954
0,170311710001009,P1_003N,-87.79198726250792,41.941912154905374
1,170311710001009,P1_003N,-87.79143488071409,41.943109104146174
0,170311710002002,P1_008N,-87.78779585593246,41.94115662004926
0,170311710002003,P1_003N,-87.78824083283857,41.9405771022656
0,170311710002011,P1_008N,-87.78989508887473,41.93948224397596
0,170311710002018,P1_003N,-87.78628665744255,41.939800144873146
0,170311710003010,P1_003N,-87.79745274975821,41.939131696269925
0,170311710003015,P1_008N,-87.79431129636372,41.939608455126326
0,170311710003019,P1_015N,-87.79240930129667,41.93838806525627
0,170311710004001,P1_003N,-87.79348325446861,41.94540314110973
0,170311710004012,P1_008N,-87.79508045922475,41.942737984682545
0,170311710004020,P1_003N,-87.7968183622055,41.94195751786266
0,170311710005000,P1_003N,-87.80146249464035,41.94487041679869
0,170311710005002,P1_003N,-87.79902799683961,41.94131096584169
0,170311710005010,P1_003N,-87.80186968757478,41.9422876966349
1,170311710005010,P1_003N,-87.80209183725482,41.94245572717149
0,170311710005011,P1_003N,-87.80297401591596,41.94266085187897
0,170311710005012,P1_008N,-87.80223025056101,41.94320952316454
0,170311710005014,P1_003N,-87.80277997674612,41.94420353844515
1,170311710005014,P1_003N,-87.80282629106911,41.94376574129101
0,170311710005028,P1_003N,-87.79995777423532,41.938232591288696
0,170311710006011,P1_003N,-87.80628885225468,41.9447387262956
0,170311710006018,P1_003N,-87.8041544718502,41.941174172739444
0,170311710006027,P1_013N,-87.80658175795426,41.938020493430706
0,170311710006029,P1_003N,-87.80343280505627,41.938487088860256
0,170311711001005,P1_015N,-87.77832458793846,41.94492258739064
0,170311711001006,P1_003N,-87.77790304100446,41.94439554769068
0,170311711001009,P1_003N,-87.78288366453046,41.94399676925679
0,170311711001018,P1_008N,-87.78276841200604,41.94254587226494
0,170311711001019,P1_003N,-87.78237476848665,41.94238071519143
0,170311711001020,P1_008N,-87.77919487140817,41.94216669725424
0,170311711002003,P1_015N,-87.78145473811125,41.941254710763786
0,170311711002006,P1_006N,-87.77687705636232,41.940943221859776
1,170311711002006,P1_003N,-87.77824564727175,41.94077921626931
0,170311711002009,P1_008N,-87.78241531826896,41.94032471565896
1,170311711002009,P1_003N,-87.78277895088463,41.94025931100549
0,170311711002013,P1_004N,-87.78024751765635,41.940196629739674
0,170311711002017,P1_015N,-87.77690594393248,41.93937621714503
0,170311711002018,P1_003N,-87.77863427903323,41.93929105500701
0,170311711002020,P1_008N,-87.78118030322639,41.93898049207973
0,170311711003009,P1_008N,-87.78432505349575,41.942551470850475
0,170311711003010,P1_003N,-87.78513357520318,41.94230584702925
1,170311711003010,P1_003N,-87.78389833321468,41.942465397933546
0,170311711003020,P1_003N,-87.78441344798188,41.938986554138346
0,170311711003022,P1_003N,-87.78529972669344,41.93835069164246
0,170311801001007,P1_003N,-87.79283101568709,41.937380036890566
0,170311801001016,P1_008N,-87.79479387741137,41.93524925498748
0,170311801001021,P1_008N,-87.79108169640634,41.936070916338934
0,170311801002004,P1_003N,-87.79395258636757,41.933736998345246
0,170311801002020,P1_008N,-87.79444494674325,41.931292647492675
0,170311801003003,P1_008N,-87.79898357247546,41.933538022910135
0,170311801003005,P1_005N,-87.80195233092437,41.93302227874945
0,170311801003007,P1_003N,-87.80238906330307,41.93247348179887
0,170311801003012,P1_003N,-87.80091575516715,41.93358476568848
0,170311801003014,P1_006N,-87.79755575508709,41.9320025713269
0,170311801003018,P1_003N,-87.79860576515844,41.93248421730913
0,170311801004003,P1_008N,-87.80248286123947,41.93777715352232
0,170311801004004,P1_003N,-87.80397887513793,41.938017119491015
1,170311801004004,P1_003N,-87.80321099414918,41.93791898553268
0,170311801004007,P1_005N,-87.79889619779762,41.936376958771945
0,170311801004011,P1_015N,-87.79957020596247,41.93624314113394
0,170311801004015,P1_024N,-87.80294315804163,41.93731181110551
0,170311801005005,P1_003N,-87.80625403794959,41.93489584491877
0,170311801005015,P1_008N,-87.80504658530295,41.93213023551087
0,170311801005016,P1_015N,-87.80563245091298,41.93188491835795
0,170311801005017,P1_005N,-87.80629160294806,41.93165170049964
0,170311801005020,P1_004N,-87.8028994071787,41.931170969008356
1,170311801005020,P1_015N,-87.8034105286416,41.93114782155206
0,170311901001006,P1_008N,-87.74492426838324,41.937933889854534
1,170311901001006,P1_008N,-87.74486575020643,41.93740294248563
0,170311901001008,P1_003N,-87.74351556593084,41.937477517448826
0,170311901001009,P1_015N,-87.74366689639423,41.93565246081713
1,170311901001009,P1_003N,-87.7433566348291,41.93657965585578
2,170311901001009,P1_008N,-87.74363579720192,41.93600308199565
3,170311901001009,P1_008N,-87.74340435468847,41.93553105579565
0,170311901001011,P1_008N,-87.74417403767822,41.933717653101844
1,170311901001011,P1_008N,-87.74386454258959,41.933824394295236
0,170311901001013,P1_008N,-87.74487468382407,41.935824084101405
0,170311901001015,P1_005N,-87.74561135888123,41.9355348466859
0,170311901001020,P1_003N,-87.74433146303831,41.933640219809995
0,170311901001022,P1_015N,-87.74505079933387,41.93334434925357
0,170311902001000,P1_003N,-87.74738625199234,41.93810866142198
0,170311902001002,P1_008N,-87.75410659875725,41.93864313648054
0,170311902001013,P1_008N,-87.75374771789176,41.93707037841354
0,170311902002005,P1_003N,-87.7546733574708,41.93608189459933
0,170311902002009,P1_015N,-87.74758103104305,41.935771354769244
0,170311902002016,P1_008N,-87.75338278500979,41.93546643793954
1,170311902002016,P1_008N,-87.75229465924171,41.93514162974637
0,170311902003001,P1_008N,-87.74755534484011,41.9350302947417
0,170311902003002,P1_008N,-87.75125771965823,41.93489256212016
0,170311902003003,P1_003N,-87.75323378892367,41.93478080864405
0,170311902003008,P1_015N,-87.74912396844097,41.93425990687311
0,170311902003011,P1_003N,-87.75378267032508,41.93379316044891
0,170311902004001,P1_015N,-87.74899239123607,41.93297624706072
0,170311902004006,P1_008N,-87.75156015236895,41.932598743458584
0,170311902004007,P1_003N,-87.75059357650426,41.93283521291108
1,170311902004007,P1_012N,-87.75123666569338,41.93279029256606
0,170311903001007,P1_006N,-87.761873390987,41.93723297347854
1,170311903001007,P1_006N,-87.76167536506024,41.937476105444965
0,170311903001009,P1_003N,-87.75731834933305,41.937825096521905
0,170311903001010,P1_008N,-87.76280638100083,41.93702182252774
1,170311903001010,P1_008N,-87.762970283773,41.93802634484412
0,170311903001017,P1_003N,-87.75774352873677,41.93742098108225
0,170311903001018,P1_008N,-87.7568916298157,41.93761045348659
1,170311903001018,P1_006N,-87.75676309487334,41.936950791597134
0,170311903002000,P1_003N,-87.75688284886998,41.936737460370274
1,170311903002000,P1_008N,-87.7569458151319,41.93685918182226
0,170311903002001,P1_008N,-87.75836534593552,41.936740470026045
0,170311903002002,P1_015N,-87.75960333811894,41.9365921258266
0,170311903002007,P1_004N,-87.76449855279681,41.935110122803906
0,170311903002009,P1_019N,-87.76571950816974,41.936575658117334
0,170311903002014,P1_003N,-87.75897188357196,41.93589521511228
1,170311903002014,P1_008N,-87.75774336672777,41.9356202529342
0,170311903003003,P1_003N,-87.76157152301802,41.93375995174199
0,170311903003004,P1_003N,-87.76222091005236,41.93356822225051
0,170311903003009,P1_003N,-87.76550813362178,41.9343211985105
0,170311903004002,P1_008N,-87.76048567188954,41.9327751597406
1,170311903004002,P1_008N,-87.76062143777045,41.93288394279801
0,170311903004003,P1_003N,-87.76083606273897,41.93245582332753
0,170311903004008,P1_008N,-87.76390078655646,41.93312277593964
0,170311903004009,P1_003N,-87.76499979000992,41.93303779322185
1,170311903004009,P1_015N,-87.76452609219359,41.93292774624898
0,170311903004010,P1_015N,-87.76514344214318,41.93206885240367
0,170311904011000,P1_015N,-87.77821723263435,41.93796865880047
0,170311904011001,P1_008N,-87.78043528904477,41.938094771065394
1,170311904011001,P1_003N,-87.77908458644701,41.93813229301946
0,170311904011005,P1_008N,-87.78460388184534,41.9378201497989
0,170311904011007,P1_008N,-87.78083252279092,41.937529181607964
0,170311904011020,P1_008N,-87.7777132678128,41.93645641429965
0,170311904011026,P1_008N,-87.77851157717744,41.9359801409388
0,170311904011027,P1_008N,-87.77687564353715,41.93558051655389
1,170311904011027,P1_003N,-87.7778659707139,41.93526529760802
0,170311904012004,P1_003N,-87.77955359302695,41.934096693947
0,170311904012005,P1_003N,-87.77979090267904,41.93467673484283
0,170311904012015,P1_019N,-87.78551639191144,41.93242511180273
0,170311904012018,P1_015N,-87.78382231301059,41.93206909129063
0,170311904012019,P1_003N,-87.78307486678403,41.932068571582384
1,170311904012019,P1_008N,-87.78309428860304,41.932726604592105
0,170311904012022,P1_008N,-87.78107161084256,41.932120067687585
0,170311904012025,P1_015N,-87.779376381693,41.932480773023926
0,170311904012030,P1_015N,-87.77614533760712,41.93254695444774
0,170311904012033,P1_004N,-87.77842771281826,41.931313938554865
0,170311904012034,P1_008N,-87.7826573713662,41.93122987947607
0,170311904012036,P1_008N,-87.78167179996063,41.93106358660139
0,170311904021010,P1_003N,-87.7736502005902,41.93595507758219
0,170311904021014,P1_008N,-87.77189247047153,41.93723209720713
0,170311904021025,P1_008N,-87.76805986450108,41.93626354270005
0,170311904021027,P1_008N,-87.76900806918441,41.93597288381919
0,170311904021028,P1_003N,-87.76973316132559,41.93518921679269
0,170311904021032,P1_008N,-87.77275846172012,41.93597529198931
0,170311904021034,P1_005N,-87.77528404492989,41.936882216452915
0,170311904022001,P1_003N,-87.7669634198704,41.93317132016707
0,170311904022004,P1_008N,-87.76926553229217,41.93365923031604
0,170311904022009,P1_008N,-87.77199667347519,41.933097379322454
1,170311904022009,P1_008N,-87.77227187965092,41.93466256336577
2,170311904022009,P1_003N,-87.77234351204515,41.93304308204825
0,170311904022015,P1_003N,-87.77576413975898,41.93439423442702
1,170311904022015,P1_015N,-87.7760342378145,41.93440198514826
0,170311904022017,P1_008N,-87.77493539737554,41.932182098703265
0,170311904022019,P1_003N,-87.77402852554886,41.93184729070709
0,170311904022020,P1_003N,-87.77334761503404,41.93228429022535
0,170311904022022,P1_003N,-87.77228486918864,41.931948350356464
0,170311904022025,P1_008N,-87.77028241260841,41.93276544267571
0,170311906011003,P1_003N,-87.78310054581,41.930806935555076
0,170311906011010,P1_003N,-87.77878250312214,41.929641292772196
0,170311906011011,P1_008N,-87.78234225234631,41.929431033819924
0,170311906012000,P1_015N,-87.7785852166022,41.92801629260461
0,170311906012007,P1_005N,-87.78298645717304,41.92903393714239
0,170311906012009,P1_008N,-87.78425383533774,41.92907528116083
0,170311906012011,P1_008N,-87.78524823591515,41.92906670582642
0,170311906013000,P1_005N,-87.77618335515567,41.930736314763514
0,170311906013005,P1_003N,-87.77682287430315,41.92789257029069
0,170311906013007,P1_003N,-87.77630080510372,41.93000328254736
0,170311906013014,P1_015N,-87.7760597959486,41.92560434043903
0,170311906013016,P1_006N,-87.77698176874071,41.92628001441518
1,170311906013016,P1_015N,-87.77701938042603,41.92705036812885
2,170311906013016,P1_003N,-87.77670490125911,41.9273867449328
0,170311906013017,P1_015N,-87.77743835207677,41.92723713980931
0,170311906013022,P1_008N,-87.77600749718025,41.924276569005
0,170311906021003,P1_008N,-87.77432707903546,41.92976852921869
0,170311906021007,P1_003N,-87.77478138080387,41.9281765669238
0,170311906021008,P1_015N,-87.77580167578597,41.927901981727544
0,170311906021010,P1_015N,-87.77337252320706,41.926335128756634
0,170311906021013,P1_015N,-87.774825032708,41.92454583105152
0,170311906021014,P1_008N,-87.77443573525998,41.924523293057824
0,170311906021017,P1_005N,-87.77462632898894,41.923982476102886
0,170311906022004,P1_008N,-87.76728594868132,41.929599033265625
0,170311906022007,P1_015N,-87.76859470693732,41.929228688419705
1,170311906022007,P1_015N,-87.76818676826117,41.92870248443867
0,170311906022013,P1_003N,-87.76747925144721,41.92694646542522
0,170311906022015,P1_008N,-87.76897131232278,41.926335466777815
0,170311906022017,P1_008N,-87.76931589005784,41.92894972496541
1,170311906022017,P1_008N,-87.76969593516517,41.92870711217796
0,170311906022018,P1_006N,-87.76947096586008,41.92992214428273
0,170311906022021,P1_008N,-87.77090425780895,41.92936420067877
1,170311906022021,P1_003N,-87.77086154551176,41.92929601179831
0,170311906022026,P1_008N,-87.76905383185438,41.925471578519875
0,170311906022028,P1_004N,-87.76774209408158,41.92475909134719
0,170311906022035,P1_003N,-87.77077450464516,41.92647469219673
0,170311906023001,P1_008N,-87.77344686553154,41.93094909013324
0,170311906023006,P1_008N,-87.77278117063956,41.92823332317657
0,170311906023008,P1_015N,-87.77333884207046,41.93058584899581
0,170311906023015,P1_008N,-87.77307003676609,41.925982455446615
1,170311906023015,P1_008N,-87.77336239241704,41.927306688865016
0,170311906023017,P1_015N,-87.77259494326354,41.9243639008611
1,170311906023017,P1_003N,-87.77218135954486,41.92442731883163
0,170311906023020,P1_004N,-87.77165547485498,41.92411609813531
0,170311907011004,P1_004N,-87.76210124466044,41.930319913903226
0,170311907011009,P1_008N,-87.76441691533346,41.92909038872898
0,170311907011011,P1_008N,-87.76204350207888,41.9289556487625
1,170311907011011,P1_008N,-87.7632457965215,41.92902443994077
0,170311907011012,P1_008N,-87.76255235565725,41.928167029295196
1,170311907011012,P1_008N,-87.76236807156822,41.928366607457995
0,170311907011013,P1_015N,-87.76577564953733,41.92814752181881
0,170311907012002,P1_008N,-87.76103478877626,41.93086899665432
0,170311907012004,P1_005N,-87.75802536025178,41.93004825092712
1,170311907012004,P1_008N,-87.75832753959872,41.930199074724236
0,170311907012008,P1_008N,-87.75797785040395,41.929245543803184
0,170311907012013,P1_008N,-87.75995474135173,41.92860075643342
0,170311907021000,P1_003N,-87.76166667992824,41.92806938469071
0,170311907021001,P1_008N,-87.76579790364154,41.92780863747255
0,170311907021004,P1_005N,-87.76403360579432,41.92724937840722
0,170311907021008,P1_008N,-87.76351482249295,41.92672056958186
0,170311907021012,P1_008N,-87.7654509345402,41.92601792805491
0,170311907022002,P1_003N,-87.76027756105537,41.927854214011
0,170311907022004,P1_008N,-87.75833083110946,41.92764564700781
1,170311907022004,P1_008N,-87.75789943392545,41.9275993237439
0,170311907022008,P1_004N,-87.75831763959525,41.926652782710526
0,170311907022009,P1_003N,-87.75874855959172,41.926414667681335
0,170311907022011,P1_008N,-87.75695541775617,41.92610653860041
0,170311907023004,P1_008N,-87.759879212238,41.92495664442867
0,170311907023005,P1_015N,-87.76066407920037,41.92522166045294
0,170311907023007,P1_015N,-87.76181370211555,41.92533015272675
0,170311907023011,P1_008N,-87.76464055336459,41.92538408183524
1,170311907023011,P1_008N,-87.76430300106233,41.92513698034497
0,170311907023018,P1_008N,-87.75864543888935,41.92536748452841
0,170311908001001,P1_008N,-87.74995787593083,41.93138112396156
0,170311908001007,P1_008N,-87.74694627985951,41.930224918011774
0,170311908001010,P1_008N,-87.75012685961839,41.92909710173036
1,170311908001010,P1_015N,-87.75079734439821,41.928970704969565
0,170311908002001,P1_003N,-87.74878062789391,41.928644130452255
0,170311908002003,P1_022N,-87.74959475894285,41.92824712841626
1,170311908002003,P1_015N,-87.7511666559132,41.927959781745045
0,170311908002004,P1_015N,-87.74749869973589,41.92834049924348
1,170311908002004,P1_008N,-87.74823787976217,41.92824412509121
0,170311908002006,P1_008N,-87.75096282558621,41.9275082457808
0,170311908002007,P1_008N,-87.75073861663867,41.92739824622458
0,170311908002013,P1_008N,-87.75028285984465,41.92642931841144
0,170311908003002,P1_015N,-87.74983168888349,41.92569070406978
0,170311908003007,P1_008N,-87.75210238283681,41.92511161086983
1,170311908003007,P1_008N,-87.75296244431111,41.92499851648363
0,170311908003008,P1_003N,-87.75111576004619,41.92491868751521
0,170311908003014,P1_022N,-87.74666245896623,41.92478112004028
0,170311908003016,P1_008N,-87.75080298694816,41.92432773831563
0,170311908004001,P1_008N,-87.75525318123411,41.928633703675544
1,170311908004001,P1_015N,-87.75527339733696,41.92867170756098
0,170311908004008,P1_008N,-87.75464872746122,41.927116626571795
1,170311908004008,P1_015N,-87.75512982207157,41.92719360141157
0,170311908004010,P1_008N,-87.7560253247552,41.92616652974738
